Datos que encuentra el metodo de Euler:
N		X			  Y
000	0.0000	0.0500
001	0.0500	0.0975
002	0.1000	0.1427
003	0.1500	0.1861
004	0.2000	0.2279
005	0.2500	0.2685
006	0.3000	0.3082
007	0.3500	0.3473
008	0.4000	0.3861
009	0.4500	0.4248
010	0.5000	0.4637
011	0.5500	0.5030
012	0.6000	0.5430
013	0.6500	0.5838
014	0.7000	0.6257
015	0.7500	0.6690
016	0.8000	0.7136
017	0.8500	0.7600
018	0.9000	0.8081
019	0.9500	0.8582
020	1.0000	0.9104
021	1.0500	0.9649
022	1.1000	1.0218
023	1.1500	1.0812
024	1.2000	1.1432
025	1.2500	1.2081
026	1.3000	1.2758
027	1.3500	1.3465
028	1.4000	1.4203
029	1.4500	1.4973
030	1.5000	1.5775
031	1.5500	1.6612
032	1.6000	1.7482
033	1.6500	1.8388
034	1.7000	1.9330
035	1.7500	2.0309
036	1.8000	2.1324
037	1.8500	2.2378
038	1.9000	2.3471
039	1.9500	2.4602
